578,Intel Corp. rose 1 13,1 13 ,,16 to was among after
579,The dollar often declines when U.S. Treasury officials express concern that Japan may be trying to boost its economy through exports .,The dollar,often declines when,U.S. Treasury officials
580,"Even as those stocks slumped , smaller stocks rallied , pushing the Russell and Nasdaq to records .",those stocks,slumped,smaller stocks
581,"Following are excerpts from an interview with Sen. Richard C. Shelby , the Alabama Republican who is the ranking minority member of the Intelligence Committee : `` Maybe God just had a plan for me and wanted me to be around for a little while longer , '' said Johnson , who has a wife , Cookie , and three children .",the Alabama Republican,who is,the ranking minority member of the Intelligence Committee
582,"He was back in Atlanta last October on a non-guaranteed training camp contract , but the Hawks released him so he could sign a guaranteed deal with Panathinaikos , a Greek team that he led to the Euroleague championship .",the Hawks,released,him
583,"Nancy Cole , the president of ETS , says that the company is aware that its nonprofit status is a source of concern , particularly to outsiders , as the testing service increases its competition with for-profit businesses .",the company,is aware that,its nonprofit status
584,Congress holds hearings to consider anti-road-rage legislation .,Congress,holds hearings to consider,anti-road-rage legislation
585,"It begins life with a $ 75 million annual debt service burden , and a negative book value of nearly $ 300 million .",It,begins life with,a $ 75 million annual debt service burden
586,"When Adecco was formed , the company said it was the market leader in six of 11 countries that make up 90 percent of the temporary employment market , including France --Europe 's biggest temporary employment market -- Spain , Germany , Switzerland , Britain and Australia .",Adecco,said,the market leader
587,"In previous games , Edwards believes that defenders were pressing , trying to overcompensate for the lack of certainty about the system by leaving their assignments to attempt a big play .",their assignments,to attempt,a big play
588,"When I finally got the package the next day , the phone was activated , though the battery needed to be charged for four hours .",the battery,needed to be charged for,four hours
589,Think of how many people stay in bad marriages because they are financially dependent or simply afraid of the unknown .,Think of how many people,stay in marriages because,they
590,Programmers always enter a season worried about the future of specific programs ; but never before have so many of them entered a season so worried about the future of the entire business .,them,entered,a season
591,So they fire up the pits and smoke the briskets for 18 hours over mesquite or hickory .,they,fire up,the pits
592,"It will also increase luxury taxes on other goods `` that are not essential for development , '' in order to lower non-productive imports .",It,will also increase taxes on,other goods
593,"Ruiz hopes Lewis 's decision will give light heavyweight champion Roy Jones Jr. the impetus to take on Ruiz Dec. 7 on HBO , the idea being that the winner would fight the winner of the WBA title next spring .",Ruiz,hopes will give,the impetus
594,"Katzenberg , for example , is feuding with former employer Disney , which he sued for $ 250 million , claiming he was denied his cut of the Disney animated films he helped make .",Katzenberg,is feuding with,former employer Disney
595,"The large multinational companies in the S&AMP;P 500 and the Dow had performed best this year , until those averages peaked on Aug. 6 .",those averages,peaked on,Aug. 6
596,"Following are excerpts from an interview with Sen. Richard C. Shelby , the Alabama Republican who is the ranking minority member of the Intelligence Committee : `` Maybe God just had a plan for me and wanted me to be around for a little while longer , '' said Johnson , who has a wife , Cookie , and three children .",God,just had plan for,me
597,"In the first effort in Congress to estimate the fiscal cost of an Iraqi war , Democrats on the House Budget Committee released a report on Monday putting the likely price tag at between $ 30 billion and $ 60 billion , less than that of the Gulf War in 1991 .",Democrats,released,a report
598,"E-mail her at mmccartycoxohio.com A Ply Gem Industries Inc. shareholder is suing Furman Selz Inc. for $ 100 million , claiming it was negligent in recommending Nortek Inc. 's takeover offer as fair to shareholders .",it,was negligent in recommending Nortek Inc. 's takeover offer as,fair
599,"Syrian President Hafez Assad hopes the violence will pressure Israel into relinquishing the Golan Heights , land it captured in the 1967 war .",Syrian President Hafez Assad,hopes,the violence
600,"He said keeping her off the ballot was part of his effort to promote the emergence of new political leaders , though opposition leaders accuse him of manipulation to protect his hold on power .",He,was,part of his effort
601,Maybe Sikes should apply for workman 's compensation .,Sikes,should apply for,workman 's compensation
602,"With one or two new distributors signing on every week , the Weinbergs are busy planning to expand into clothing hooks and towel racks .",busy planning,to expand into,clothing hooks
603,He took to the idea and has encouraged the couple ever since .,He,took to,the idea
604,"Extendicare Inc. agreed to buy Arbor Health Care Co. for about US$ 432 million in cash and assumed debt , nearly doubling its Florida and Ohio businesses and making it one of North America 's largest long-term health care providers .",its Florida and Ohio businesses,one of,North America 's largest long-term health care providers
605,"With some prompting from his own earlier deposition on this issue , Fowler acknowledged that Harold Ickes , who was deputy chief of staff , had the strongest voice in directing the DNC finance division from the White House .",Harold Ickes,was deputy chief of,staff
606,"Kidd , 29 , the team 's star point guard , extended his current contract years ago and may not sign another extension with the Nets before becoming a free agent on July 1 .",another extension,with Nets before becoming,a free agent
607,"Even though it was first diagnosed by a British pediatrician in 1902 , no one knows what causes it .",it,was diagnosed by,a British pediatrician
608,"When the passengers realized that other commercial jets had been hijacked and crashed , they fulfilled `` the quintessential American desire to act '' and `` decided to take matters into their own hands to avert a catastrophe , '' he said .",the passengers,realized,other commercial jets
609,"Jake decides to give Melanie a bit of a hard time because she 's giving him and everyone else she grew up with a megadose of New York attitude , which in this film is almost as grossly exaggerated as the Southern stuff .",a megadose of New York attitude,is exaggerated as,the Southern stuff
610,"The couple was riding in a rented Mercedes-Benz , and the driver , trying to avoid the photographers ' harassment , crashed the car at high speed against a concrete pillar .",the driver,crashed the car at,high speed
611,Ford plans to announce a similar move soon .,Ford,plans to announce,a similar move
612,Boruchin adds : `` The zealots who have been campaigning against cigarettes have trouble telling people that three cigars a week is dangerous to their health .,cigarettes,have,trouble
613,"A Spanish official , who had just finished a siesta and seemed not the least bit tense , offered what he believed to be a perfectly reasonable explanation for why the portable facilities were n't in service .",A Spanish official,had just finished,a siesta
614,"Any notoriety for a Latina actress will promote Latina actresses in general , says Bel Hernandez , former actress and publisher of a Hollywood trade publication for Latinos , Latin Heat .",a Latina actress,will promote,Latina actresses
615,"When Steve Forbes was running for president , he did n't talk very much about the rights of the unborn .",he,did n't talk very much about,the rights of the unborn
616,"Nancy Cole , the president of ETS , says that the company is aware that its nonprofit status is a source of concern , particularly to outsiders , as the testing service increases its competition with for-profit businesses .",the testing service,increases its competition with,for-profit businesses
617,Deputies said that as many as 57 deputies who were members of Fatah let Arafat know in a meeting Tuesday night that they intended to vote against him .,as many as 57 deputies,were members of,Fatah
618,"Farris was replaced by sophomore Dustin Long in the second quarter against Pitt , and sophomore Jason Carter and freshman Reggie McNeal played in the opener .",Farris,was replaced by,sophomore Dustin Long
619,"Like most visitors to Xi'an , Rubin tours China 's most astounding archeological treasure : the army of thousands of life-size figures that protect the graves of the Chinese emperors .",Rubin,tours protect,the graves of the Chinese emperors
620,"Helou joins a number of top writers like Claudia Roden , Paula Wolfert and Nancy Harmon Jenkins , in making the Mediterranean the focus of their studies .",Helou,joins,a number of top writers
621,"Then the secretary tells me a second one hit the towers , and I said right out loud , ` It must be an Arab . '",me,hit,the towers
622,"Following are excerpts from an interview with Sen. Richard C. Shelby , the Alabama Republican who is the ranking minority member of the Intelligence Committee : `` Maybe God just had a plan for me and wanted me to be around for a little while longer , '' said Johnson , who has a wife , Cookie , and three children .",the Alabama Republican,is,the ranking minority member of the Intelligence Committee
623,The proposed accord was reached June 20 by the tobacco industry and 39 states .,The proposed accord,was reached 20 by,the tobacco industry and 39 states
624,"Following are excerpts from an interview with Sen. Richard C. Shelby , the Alabama Republican who is the ranking minority member of the Intelligence Committee : `` Maybe God just had a plan for me and wanted me to be around for a little while longer , '' said Johnson , who has a wife , Cookie , and three children .",the Alabama Republican,is the ranking minority member of,the Intelligence Committee
625,"Sometimes he thinks he is improving , but then he runs out of breath , his pulse and blood pressure start jumping around or he turns forgetful in a way that he never was before .",he,forgetful in,a way
626,"When Adecco was formed , the company said it was the market leader in six of 11 countries that make up 90 percent of the temporary employment market , including France --Europe 's biggest temporary employment market -- Spain , Germany , Switzerland , Britain and Australia .",the company,said,the market leader
627,Intel Corp. rose 1 13,Intel Corp.,rose,1 13
628,"Netscape is aiming to distribute 100 million copies of Navigator over the next year through partners , including Internet service providers and U.S. Robotics , a division of 3Com Corp. Wide familiarity with Navigator helps Netscape sell its higher-end Internet software packages , especially to large companies .",Netscape,sell,its higher-end Internet software packages
629,"Born in New York City to Greek parents , she returned with her mother to Greece at 14 and entered the conservatory in Athens .",she,returned with,her mother
630,"Arnoldy logs about 30,000 miles a year aboard Intrepid , parking it on a private siding in Houston when he 's not riding the rails .",Arnoldy,logs,a year
631,"They sweet-talked , cajoled , and begged people to come talk .",They,begged,people
632,"But do n't let a Web site substitute for a physician , either : Anyone who has himself for a doctor has a fool for a patient .",a doctor,has a fool for,a patient
633,"Special-interest groups publish studies and issue news releases using road rage to make the case for highway construction , road improvements , tougher traffic regulations .",Special-interest groups,publish using,road rage
634,"The agency suspended imposition of the $ 100,000-per-voyage fines in April after Japan promised to address U.S. concerns by today .",Japan,promised to address,U.S. concerns
635,"Jake decides to give Melanie a bit of a hard time because she 's giving him and everyone else she grew up with a megadose of New York attitude , which in this film is almost as grossly exaggerated as the Southern stuff .",Melanie,'s giving,him
636,"Spurred by requests from customers , health food stores started calling their suppliers yesterday looking for the sprouts , which are n't commercially available .",health food stores,started calling,yesterday
637,"A backdrop of steady economic growth , scant inflation , and stable bond yields provided support for stocks .",stable bond yields,provided support for,stocks
638,Woodson kept Chiaverini behind him and made the leaping interception at the Michigan 45 .,Woodson,made,the leaping interception
639,"Spurred by requests from customers , health food stores started calling their suppliers yesterday looking for the sprouts , which are n't commercially available .",health food stores,started calling suppliers,yesterday
640,"The average yield on junk bonds is a little more than 9 percent so far this year , according to Merrill Lynch &AMP ; Co.",The average yield,(R-nsubj),this year
641,Ms. Denis 's gift is to integrate the characters so fully in their milieu that they emerge from it almost insensibly .,Ms. Denis 's gift,is to integrate,the characters
642,"Airports act as `heat islands , ' so temperatures can vary as much as 10 degrees Fahrenheit from far away vegetable fields and citrus groves .",Airports,act as,heat islands
643,"If Calcavecchia plays Friday morning , he knows the importance of starting well , because the Americans have a recent history of falling behind early .",the Americans,have,a recent history
644,"Today , Mackovic is presented with a real-life role reversal that could prove painful for his football team if played out to the hilt at Rice Stadium .",a real-life role reversal,could prove painful for,his football team
645,"Tax revenue will fall as economic growth slows and the government will reduce spending , Mar 'ie said , again without specifying how big the cuts will be or where they will be made .",the cuts,will be or where,they
646,"When the university 's president , Richard P. Traina , retired in 2000 , he moved right into a spot on the board of the George I. Alden Trust , a $ 135 million foundation that 's run out of Fletcher , Tilton 's offices and which has been a strong Clark supporter .","the university 's president , Richard P. Traina",retired in 2000,he
647,"If Calcavecchia plays Friday morning , he knows the importance of starting well , because the Americans have a recent history of falling behind early .",the importance,of starting well because,the Americans
648,Pale strawberries soaked in a water-based liquid are lined up beside richly colored berries soaked in a balsamic vinegar-brown sugar sauce that stained them vivid red .,Pale strawberries,soaked in,a water-based liquid
649,Hilton 's shares rose 1 1,Hilton 's shares,rose 16 to,33 3 
650,Mills stressed that the release of test results and his plans for a review panel were not a reaction to criticism .,Mills,stressed,the release of test results
651,SLOW RETURN : Carroll said he would hold tailback Justin Fargas out of practice to make sure they are available for next week 's game with Colorado .,they,are available for,next week 's game
652,"We moved boxes and bags , favorite shirts and CDs , computer , new socks , notebooks , tennis racket , and shoebox stuffed with emergency chocolate cupcakes , into a microscopically small dorm room , half of which would be inhabited by a completely unknown quantity and the other half of which would be inhabited by a quantity so known and so loved that I ca n't even remember any time passing at all between his first tiny breath 18 years ago and the one he draws in today so that he can say , `` Bye , Mom .",I,ca n't remember,the one
653,"In return for shelling out the $ 368.5 billion , Philip Morris , RJR Nabisco Holdings Corp. and other tobacco companies would obtain protection from future class-action lawsuits that have threatened the industry 's well-being .",protection,from have threatened,the industry 's well-being
654,"A grocery store strike between Ralphs ' parent company , Kroger Co. , and 3,300 union employees in Wms T$ Virginia , Ohio and Kentucky ities between the two situations offer reason to hope : Both strikes involve Kroger stores and United Food and Commercial Workers employees , both disputes center on health care plans , both began in early October , and both have been mediated by federal officials .","3,300 union employees",offer,reason
655,"Strong wind gusts and most of the heavy rain will remain offshore Tuesday , although a few squalls will reach the immediate coast from South Carolina to northern Florida .",a few squalls,will reach,the immediate coast
656,"When Steve Forbes was running for president , he did n't talk very much about the rights of the unborn .",he,did n't talk about,the rights of the unborn
657,"For their part , investors kept selling off stocks in trading and deregulated power companies , spurred Monday by negative news for El Paso Corp. Better yet , Miller and Roy Oswalt have won 19 straight decisions , and since July 1 , they 're a combined 21-1 with a 2.41 ERA.",Roy Oswalt,have won,19 straight decisions
658,"They sweet-talked , cajoled , and begged people to come talk .",begged people,to come,talk
659,"DeLillo has brilliantly described the simultaneous explosion of knowledge in our times and the spread of Dark Age superstitions , the loss of family and community ties , replaced by the bloodless , invasive connections spawned by the World Wide Web.","the bloodless , invasive connections",spawned by,the World Wide Web
660,"Instead , he gives blow-by-blow accounts of encounters Oppenheimer had in the 1930s with Communist sympathizers , of FBI efforts to bug his homes and offices , of the machinations of Lewis Strauss on the Atomic Energy Commission to have him removed from power and of differences Oppenheimer had with his colleagues .",he,gives,his homes and offices
661,"He used T-bone , and then carved the steak off the bone and into slices once it was cooked al sangue , which is to say , deliciously rare , though obviously you should cook the steak just how you like to eat it .",He,carved,the steak
662,"On Wednesday , FBI Director Louis Freeh told the Senate Judiciary Subcommittee on Technology , Terrorism and Government Information that the keys and export restrictions are needed by law enforcement to combat criminals in the information age .",FBI Director Louis Freeh,told,Government Information
663,"Jake decides to give Melanie a bit of a hard time because she 's giving him and everyone else she grew up with a megadose of New York attitude , which in this film is almost as grossly exaggerated as the Southern stuff .",everyone else,grew up with,a megadose of New York attitude
664,"He said keeping her off the ballot was part of his effort to promote the emergence of new political leaders , though opposition leaders accuse him of manipulation to protect his hold on power .",her,off ballot was,part of his effort
665,His mother said he was in Saudi Arabia on Sept. 11 .,he,was in,Saudi Arabia
666,"For its part , Israel has long said it will not pull out of southern Lebanon until it gains a peace treaty with Lebanon and Syria .",it,will not pull of,southern Lebanon
667,"More than 30 years ago , when Ekman first set out to determine whether facial expressions are innate or learned , he was derided by esteemed social scientists , including the famous anthropologist Margaret Mead .",facial expressions,are innate,he
668,"And just to get to that point , the Chiefs had to overcome a 10-0 first-half deficit and a 17-14 Seahawks advantage in the third quarter .",the Chiefs,had to overcome,a 17-14 Seahawks advantage
669,"Ruiz hopes Lewis 's decision will give light heavyweight champion Roy Jones Jr. the impetus to take on Ruiz Dec. 7 on HBO , the idea being that the winner would fight the winner of the WBA title next spring .",the winner,would fight,the winner of the WBA title
670,"Hooters Inc. founded the chain 14 years ago , and owns the company trademark and related rights .",Hooters Inc.,founded chain,14 years
671,Dell stock fell 2 1,Dell stock,fell 16 to,87 1 
672,But Aftonbladet said Chatty was interviewed by the police after Sept. 11 and subsequently made a pilgrimage to Mecca .,the police,subsequently made a pilgrimage to,Mecca
673,"Illustrating that point , he asserted that Iraq could be a laboratory for terror groups , easily furnishing them with the chemical and biological weapons it had developed .",Iraq,could be a laboratory for,terror groups
674,"A grocery store strike between Ralphs ' parent company , Kroger Co. , and 3,300 union employees in Wms T$ Virginia , Ohio and Kentucky ities between the two situations offer reason to hope : Both strikes involve Kroger stores and United Food and Commercial Workers employees , both disputes center on health care plans , both began in early October , and both have been mediated by federal officials .",Both strikes,involve,United Food and Commercial Workers employees
675,"So , 1,200-degree air is pumped back to the turbine blades from the compressor in order to cool the blades .","1,200-degree air",is pumped back to,the turbine blades
676,"More than 30 years ago , when Ekman first set out to determine whether facial expressions are innate or learned , he was derided by esteemed social scientists , including the famous anthropologist Margaret Mead .",Ekman,set out was derided by,esteemed social scientists
677,The Revolution also gave up a 90th-minute goal in a 2-2 regulation draw at D.C. United Sept. 16 but they recovered to win their final two matches .,The Revolution,also gave up,a 90th-minute goal
678,"In contrast to the two technique books , it has few photos in its 500+ pages , and those illustrate concepts such as the water solubility of anthyocyanins .",those,illustrate concepts such as,the water solubility of anthyocyanins
679,The exchange next year even may permit growers to trade directly in the market instead of being forced to deal with the 12 market makers authorized by the exchange .,The exchange,may permit,growers
680,Part of this indifference is probably caused by the unearned cynicism of the age .,Part of this indifference,is caused by,the unearned cynicism of the age
681,"Katzenberg , for example , is feuding with former employer Disney , which he sued for $ 250 million , claiming he was denied his cut of the Disney animated films he helped make .",he,was denied cut of the Disney animated films,he
682,"Following are excerpts from an interview with Sen. Richard C. Shelby , the Alabama Republican who is the ranking minority member of the Intelligence Committee : `` Maybe God just had a plan for me and wanted me to be around for a little while longer , '' said Johnson , who has a wife , Cookie , and three children .",God,just had,a plan
683,"Airports act as `heat islands , ' so temperatures can vary as much as 10 degrees Fahrenheit from far away vegetable fields and citrus groves .",temperatures,can vary much as,10 degrees Fahrenheit
684,The latest price rise was the second by the cigarette makers this year .,The latest price rise,was the second by,the cigarette makers
685,"After a few minutes and some lighthearted chuckles , normalcy prevailed and everyone reverted to their traditional duties .",normalcy,reverted to,their traditional duties
686,"Only 19 percent of a national sample of 1,051 adults surveyed late last week said they believed the accord would reduce the number of teen-agers who begin smoking .",late last week,believed would reduce,the number of teen-agers
687,"Ruiz hopes Lewis 's decision will give light heavyweight champion Roy Jones Jr. the impetus to take on Ruiz Dec. 7 on HBO , the idea being that the winner would fight the winner of the WBA title next spring .",the winner,would fight the winner of,the WBA title
688,Rhodes discovered he had cancer last October after he felt a sharp pain in his right leg .,he,had,cancer
689,It said it wanted the court to establish whether the government had failed to `` apply the same rules '' to all the bidders .,It,to establish,the government
690,"Organizations in the 33 states can use the grants announced today for both education and enforcement efforts -- including funding for enforcement , housing counseling and other activities that will promote fair housing , Clinton said .",the grants,announced for,both education and enforcement efforts
691,"Any notoriety for a Latina actress will promote Latina actresses in general , says Bel Hernandez , former actress and publisher of a Hollywood trade publication for Latinos , Latin Heat .",Latina actresses,says,Bel Hernandez
692,"Organizations in the 33 states can use the grants announced today for both education and enforcement efforts -- including funding for enforcement , housing counseling and other activities that will promote fair housing , Clinton said .",Organizations,announced,today
693,"Deutsche BA , meanwhile , saw passenger numbers almost double in the first six months of 1997 , helped by a new marketing campaign and the introduction of two new routes .",Deutsche BA,saw,passenger numbers
694,"The New York Stock Exchange floor will be a sea of khaki-clad legs tomorrow as Gap Inc. promotes casual Fridays with free pants and shirts for about 3,500 traders .",Gap Inc.,promotes casual Fridays with,free pants and shirts
695,"A Swiss Bank spokesman in Basel , Michel Willi , declined to comment on the talks , as did a spokesman in London .",the talks,did a spokesman in,London
696,"Meanwhile , Federal Express said it has kept about 15 percent of the extra deliveries it gained during the UPS strike .",it,has kept about,15 percent of the extra deliveries
697,"His memory was a good deal better about White House management of the DNC , especially its fund-raising operations .",His memory,was,its fund-raising operations
698,"Clearly , he understands the end of his career is in sight and wants to make the most of the time remaining .",the end of his career,is in,sight
699,"Plus , Gidley notes , there are also a number of `` push providers '' such as PointCast Inc. , which provides news and information directly to computer users rather than requiring users to surf the Net to find it .",news and information,directly to users rather than requiring,users
700,Hoffenberg was sentenced in March to 20 years in jail and ordered to pay $ 462.6 million in restitution and a $ 1 million fine for defrauding Tower Financial debt holders of $ 460 million .,Hoffenberg,was sentenced in,March
701,"Sometimes he thinks he is improving , but then he runs out of breath , his pulse and blood pressure start jumping around or he turns forgetful in a way that he never was before .",he,turns forgetful in way that,he
702,The money losing airline offered discount prices between western Canadian destinations .,airline,offered discount prices between,western Canadian destinations
703,"Still , the agent said he advises clients who are at fault in minor fender benders where there are no personal injuries to inquire whether a private resolution is possible .",the agent,advises,clients
704,"Ruiz hopes Lewis 's decision will give light heavyweight champion Roy Jones Jr. the impetus to take on Ruiz Dec. 7 on HBO , the idea being that the winner would fight the winner of the WBA title next spring .",the idea,would fight,next spring
705,"Lois Epstein , an engineer with the Alaska environmental organization Cook Inlet Keeper and a longtime pipeline safety activist , said the legislation achieved a number of needed reforms , but did not go far enough .",a longtime pipeline safety activist,said,the legislation
706,"He was back in Atlanta last October on a non-guaranteed training camp contract , but the Hawks released him so he could sign a guaranteed deal with Panathinaikos , a Greek team that he led to the Euroleague championship .",a guaranteed deal,led to,the Euroleague championship
707,"For Use By Clients of the New York Times News Service `` I was pretty obnoxious , '' says Steers , who did a year at Hotchkiss and another at an Indiana military school before running away to New York , where he bunked with members of a dance company he had worked for as a stagehand the previous summer on Martha 's Vineyard .",he,bunked with,members of a dance company
708,E. Martin Gibson is the company 's chairman and has served as a director of the parent company since 1992 .,E. Martin Gibson,is,the company 's chairman
709,"Instead , he gives blow-by-blow accounts of encounters Oppenheimer had in the 1930s with Communist sympathizers , of FBI efforts to bug his homes and offices , of the machinations of Lewis Strauss on the Atomic Energy Commission to have him removed from power and of differences Oppenheimer had with his colleagues .",he,gives homes of,the machinations of Lewis Strauss
710,"Hooters of America owns , operates or franchises a total of 192 of the hot wing restaurants , vs. the 12 run by Hooters Inc.",Hooters of America,franchises,a total of 192 of the hot wing restaurants
711,"The nation 's health maintenance organizations were required to tell the federal government by midnight Monday whether they plan to continue providing health insurance to Medicare recipients next year , raise premiums , or reduce benefits .",they,plan to continue providing,health insurance
712,This quality transcended fashion .,This quality,transcended,fashion
713,So they fire up the pits and smoke the briskets for 18 hours over mesquite or hickory .,they,smoke,the briskets
714,Then with sheer determination she shed 70 pounds and became the sleekly beautiful and charismatic musical actress of legend .,she,became,the sleekly beautiful and charismatic musical actress of legend
715,"Hevesi said that in managing an investment portfolio , there are a wide array of stocks and that the performance of the broader markets affects the level of return .",the performance of the broader markets,affects,the level of return
716,"He stepped out of his Mercedes and stood among dozens of other stupefied commuters , all staring helplessly at the smoke and flames in the distance .",He,stepped out of Mercedes and stood among,dozens of other stupefied commuters
717,"Special-interest groups publish studies and issue news releases using road rage to make the case for highway construction , road improvements , tougher traffic regulations .",studies,and issue,news releases
718,"A Spanish official , who had just finished a siesta and seemed not the least bit tense , offered what he believed to be a perfectly reasonable explanation for why the portable facilities were n't in service .",A Spanish official,who had just finished,a siesta
719,"If force is necessary , let it be force in the best interest of all , and supported by all who truly want a peaceful world .",all,want,a peaceful world
720,Slowing corporate profits and weakening export growth has also forced economic growth expectations lower .,corporate profits,and weakening,export growth
721,"At the time , Little said he left Ramirez in the game because the slugger apologized to everybody in the dugout .",the slugger,apologized to,everybody
722,"Netscape is aiming to distribute 100 million copies of Navigator over the next year through partners , including Internet service providers and U.S. Robotics , a division of 3Com Corp. Wide familiarity with Navigator helps Netscape sell its higher-end Internet software packages , especially to large companies .",U.S. Robotics,helps,Netscape
723,"In the past , senior American intelligence officials have said that some Iraqi fighters who opposed the United States in Afghanistan have now drifted back to Iraq and joined ranks with Ansar al-Islam .",senior American intelligence officials,have said that,some Iraqi fighters
724,"He said keeping her off the ballot was part of his effort to promote the emergence of new political leaders , though opposition leaders accuse him of manipulation to protect his hold on power .",He,said keeping off,her
725,"The board of directors of UAL , the parent company of United Airlines , is likely to name Glenn F. Tilton , an oil industry executive , as the airline 's new president and chief executive in a meeting Monday morning , according to people with knowledge of the situation .",The board of directors of UAL,the parent company of United Airlines is likely to name,"Glenn F. Tilton , an oil industry executive"
726,The Revolution also gave up a 90th-minute goal in a 2-2 regulation draw at D.C. United Sept. 16 but they recovered to win their final two matches .,The Revolution,gave up,a 90th-minute goal
727,"We moved boxes and bags , favorite shirts and CDs , computer , new socks , notebooks , tennis racket , and shoebox stuffed with emergency chocolate cupcakes , into a microscopically small dorm room , half of which would be inhabited by a completely unknown quantity and the other half of which would be inhabited by a quantity so known and so loved that I ca n't even remember any time passing at all between his first tiny breath 18 years ago and the one he draws in today so that he can say , `` Bye , Mom .",shoebox,stuffed with,emergency chocolate cupcakes
728,"Dell Computer said it 's adding 25 million shares to its stock repurchase program , for a total of 125 million shares , almost a third of its 383 million outstanding as of last quarter .",Dell Computer,'s adding,25 million shares
729,"As he left the UN building , Sabri said he hoped Iraq 's announcement was a first step toward the `` lifting of this brutal regime of sanctions '' against his country .",Sabri,was,a first step
730,"He was back in Atlanta last October on a non-guaranteed training camp contract , but the Hawks released him so he could sign a guaranteed deal with Panathinaikos , a Greek team that he led to the Euroleague championship .",the Hawks,released could sign,a guaranteed deal
731,"3Com 's success at integrating U.S. Robotics and the introduction of a large number of new networking products will boost 3Com 's sales and profit margins , said Paul Meeks , director of research at Jurika &AMP ; Voyles LP , which owned 3.7 million 3Com shares at the end of June .",3Com 's success,will boost,3Com 's sales and profit margins
732,"For Use By Clients of the New York Times News Service `` I was pretty obnoxious , '' says Steers , who did a year at Hotchkiss and another at an Indiana military school before running away to New York , where he bunked with members of a dance company he had worked for as a stagehand the previous summer on Martha 's Vineyard .",he,bunked had worked for,a stagehand
733,You should probably just go online .,You,should go,online
734,"A similar bill is pending in the Senate , sponsored by Florida Sens. Connie Mack , a Republican , and Bob Graham , a Democrat .",the Senate,sponsored by Graham,a Democrat
735,"Nancy Cole , the president of ETS , says that the company is aware that its nonprofit status is a source of concern , particularly to outsiders , as the testing service increases its competition with for-profit businesses .",the company,is,source of concern
736,"A similar bill is pending in the Senate , sponsored by Florida Sens. Connie Mack , a Republican , and Bob Graham , a Democrat .",the Senate,sponsored by,a Republican
737,"Without admitting any error , the department has rapidly increased the number of cattle it tests annually .",the department,has increased,the number of cattle
738,"A grocery store strike between Ralphs ' parent company , Kroger Co. , and 3,300 union employees in Wms T$ Virginia , Ohio and Kentucky ities between the two situations offer reason to hope : Both strikes involve Kroger stores and United Food and Commercial Workers employees , both disputes center on health care plans , both began in early October , and both have been mediated by federal officials .",Both strikes,involve,both disputes center
739,Boruchin adds : `` The zealots who have been campaigning against cigarettes have trouble telling people that three cigars a week is dangerous to their health .,Boruchin,adds,trouble
740,Woodson kept Chiaverini behind him and made the leaping interception at the Michigan 45 .,Chiaverini,made,the leaping interception
741,"Their pieces sell well in the $ 20 range , said Michael Rizzuto , a senior buyer at Gracious Home , which was the first store to feature the North River Mint .",Their pieces,sell well in,the $ 20 range
742,"He said keeping her off the ballot was part of his effort to promote the emergence of new political leaders , though opposition leaders accuse him of manipulation to protect his hold on power .",her,was,part of his effort
743,"Before tonight 's meeting Clinton aides had been talking to industry officials , trying to wrest new concessions , but with little progress .",Clinton aides,had been talking to,industry officials
744,"Although Charles Darwin had written in 1872 about the consistency of expressions in mammals , social scientists of the 1960s and 1970s believed expressions are learned through culture .",expressions,are learned through,culture
745,"Today , Mackovic is presented with a real-life role reversal that could prove painful for his football team if played out to the hilt at Rice Stadium .",Mackovic,is presented with,a real-life role reversal
746,"The couple was riding in a rented Mercedes-Benz , and the driver , trying to avoid the photographers ' harassment , crashed the car at high speed against a concrete pillar .",the driver,crashed,the car
747,"With some prompting from his own earlier deposition on this issue , Fowler acknowledged that Harold Ickes , who was deputy chief of staff , had the strongest voice in directing the DNC finance division from the White House .",Harold Ickes,who was,deputy chief of staff
748,A Georgia inventor has won a patent for a method of regiving items ordered online when they turn out to be white elephants .,a patent,ordered,they
749,American involvement in the Middle East is clearly the main impulse of the hatred that has been directed at America .,the main impulse of the hatred,that has been directed at,America
750,So Michigan Stadium is indeed the largest in the nation in seating capacity .,Michigan Stadium,is largest in,the nation
751,"But Lucas ' next big film is `` The Hulk , '' based on the comic book about Bruce Banner , who , when a scientific experiment goes wrong , is genetically afflicted with the ability to morph into a mammoth being .",Lucas ' next big film,is,The Hulk
752,He still remembers when Weinberg came to him with his wife 's sculpture portfolio and proposed making similarly styled knobs and hardware .,He,still remembers when,Weinberg
753,"Beyond these practical considerations , there are other factors that can affect quality of life .",these practical considerations,there are,other factors
754,The dollar often declines when U.S. Treasury officials express concern that Japan may be trying to boost its economy through exports .,The dollar,declines express,concern
755,"Continuing to maintain his innocence of terrorism charges , Salim said the stabbing was unrelated to the escape plan and stemmed instead from his dissatisfaction with his lawyers .",Salim,said,the escape plan
756,"Euromoney 's executives spent several days this week huddled in negotiations with Robert Teitelman , managing editor of Institutional Investor 's Americas edition , whom they named editor to replace Cudaback .",Euromoney 's executives,huddled,managing editor of Institutional Investor 's Americas edition
757,The committee is planning to hear from him this month .,The committee,is planning to hear from,him
